1523432412748.0 7387500.0
1523432412748.0 7387500.0
1523432520488.0 7387500.0
1523432544216.0 7394000.0
1523432569072.0 7394000.0
1523432569072.0 7394000.0
1523432569072.0 7394000.0
1523432569072.0 7394000.0
1523432707101.0 7399500.0
1523432748338.0 7399000.0
1523432756670.0 7380000.0
1523432756670.0 7380000.0
1523432756670.0 7380000.0
1523432855648.0 7379000.0
1523432893761.0 7399000.0
1523432907101.0 7399000.0
1523432907101.0 7399000.0
1523432975064.0 7398500.0
1523433012493.0 7399000.0
1523433028110.0 7399000.0
1523433028110.0 7399000.0
1523433088570.0 7397500.0
1523433120593.0 7405000.0
1523433120593.0 7405000.0
1523433120593.0 7405000.0
1523433225921.0 7404500.0
1523433225921.0 7404500.0
1523433287080.0 7382000.0
1523433287080.0 7382000.0
1523433287080.0 7382000.0
1523433287080.0 7382000.0
1523433409865.0 7402000.0
1523433409865.0 7402000.0
1523433456090.0 7401000.0
1523433496908.0 7385000.0
1523433530309.0 7385000.0
1523433551878.0 7384000.0
1523433579292.0 7384500.0
1523433579292.0 7384500.0
1523433579292.0 7384500.0
1523433579292.0 7384500.0
1523433698742.0 7385500.0
1523433698742.0 7385500.0
1523433768030.0 7385500.0
1523433810776.0 7385500.0
1523433833982.0 7385000.0
1523433872030.0 7400000.0
1523433872030.0 7400000.0
1523433932771.0 7399500.0
1523433939152.0 7400000.0
1523433980948.0 7405000.0
1523434012538.0 7405000.0
1523434039503.0 7405000.0
1523434076978.0 7405000.0
1523434076978.0 7405000.0
1523434076978.0 7405000.0
1523434163296.0 7405000.0
1523434163296.0 7405000.0
1523434163296.0 7405000.0
1523434238742.0 7405000.0
1523434297712.0 7405500.0
1523434312217.0 7405000.0
1523434352212.0 7405000.0
1523434364576.0 7405000.0
1523434414984.0 7405500.0
1523434427348.0 7405000.0
1523434475404.0 7405500.0
1523434475404.0 7405500.0
1523434534475.0 7405500.0
1523434567492.0 7405500.0
1523434592709.0 7406000.0
1523434592709.0 7406000.0
1523434638458.0 7405500.0
1523434676988.0 7406000.0
1523434704289.0 7405500.0
1523434704289.0 7405500.0
1523434704289.0 7405500.0
1523434793844.0 7405000.0
1523434837920.0 7406000.0
1523434873549.0 7405000.0
1523434873549.0 7405000.0
1523434873549.0 7405000.0
1523434873549.0 7405000.0
1523434968234.0 7405000.0
1523435011977.0 7387000.0
1523435045777.0 7404500.0
1523435045777.0 7404500.0
1523435045777.0 7404500.0
1523435045777.0 7404500.0
1523435045777.0 7404500.0
1523435185134.0 7403000.0
1523435218090.0 7388000.0
1523435258120.0 7387500.0
1523435258120.0 7387500.0
1523435331114.0 7404500.0
1523435331114.0 7404500.0
1523435387815.0 7407000.0
1523435387815.0 7407000.0
1523435438866.0 7407000.0
1523435455957.0 7409500.0
